"","ecosystem_0_data.name","ecosystem_0_data.S_CO2","ecosystem_0_data.S_CH4","ecosystem_0_data.S_N2O","ecosystem_0_data.F_CO2","ecosystem_0_data.F_CH4","ecosystem_0_data.F_N2O","ecosystem_0_data.D_CO2","ecosystem_0_data.D_CH4","ecosystem_0_data.D_N2O","ecosystem_0_data.name.1","ecosystem_0_data.S_CO2.1","ecosystem_0_data.S_CH4.1","ecosystem_0_data.S_N2O.1","ecosystem_0_data.F_CO2.1","ecosystem_0_data.F_CH4.1","ecosystem_0_data.F_N2O.1","ecosystem_0_data.D_CO2.1","ecosystem_0_data.D_CH4.1","ecosystem_0_data.D_N2O.1","ecosystem_1_data.name","ecosystem_1_data.S_CO2","ecosystem_1_data.S_CH4","ecosystem_1_data.S_N2O","ecosystem_1_data.F_CO2","ecosystem_1_data.F_CH4","ecosystem_1_data.F_N2O","ecosystem_1_data.D_CO2","ecosystem_1_data.D_CH4","ecosystem_1_data.D_N2O","ecosystem_1_data.name.1","ecosystem_1_data.S_CO2.1","ecosystem_1_data.S_CH4.1","ecosystem_1_data.S_N2O.1","ecosystem_1_data.F_CO2.1","ecosystem_1_data.F_CH4.1","ecosystem_1_data.F_N2O.1","ecosystem_1_data.D_CO2.1","ecosystem_1_data.D_CH4.1","ecosystem_1_data.D_N2O.1"
"1","Tropical Forest",3077.19440798194,8.71414987655346,221.440495767305,-777.589630035838,198.153276609512,9.21042004738499,0,0,0,"Misty Mountain Top",715.481930448906,18.5897095138668,11.2808552885403,-264.088404311696,-4.53053004775435,43.9477537844218,0,0,0,"Temperate Forest",4.56309041699992,0.0587650836752113,0.0181995344292526,-463.068959358755,-4.53053004775435,29.7798338969974,0,0,0,"Misty Mountain Hop",271.104915549568,2.34182957152679,2.55419110417906,-247.868281691267,-3.7982437401118,6.74989211681713,0,0,0
