"","site_0_data.name","site_0_data.S_CO2","site_0_data.S_CH4","site_0_data.S_N2O","site_0_data.F_CO2","site_0_data.F_CH4","site_0_data.F_N2O","site_0_data.D_CO2","site_0_data.D_CH4","site_0_data.D_N2O","site_0_data.swRFV","site_0_data.latent","site_0_data.crv","site_0_data.name.1","site_0_data.S_CO2.1","site_0_data.S_CH4.1","site_0_data.S_N2O.1","site_0_data.F_CO2.1","site_0_data.F_CH4.1","site_0_data.F_N2O.1","site_0_data.D_CO2.1","site_0_data.D_CH4.1","site_0_data.D_N2O.1","site_0_data.swRFV.1","site_0_data.latent.1","site_0_data.crv.1","site_1_data.name","site_1_data.S_CO2","site_1_data.S_CH4","site_1_data.S_N2O","site_1_data.F_CO2","site_1_data.F_CH4","site_1_data.F_N2O","site_1_data.D_CO2","site_1_data.D_CH4","site_1_data.D_N2O","site_1_data.swRFV","site_1_data.latent","site_1_data.crv","site_1_data.name.1","site_1_data.S_CO2.1","site_1_data.S_CH4.1","site_1_data.S_N2O.1","site_1_data.F_CO2.1","site_1_data.F_CH4.1","site_1_data.F_N2O.1","site_1_data.D_CO2.1","site_1_data.D_CH4.1","site_1_data.D_N2O.1","site_1_data.swRFV.1","site_1_data.latent.1","site_1_data.crv.1"
"1","Tropical Forest",3077.19440798194,8.71414987655346,221.440495767305,777.589630035838,-198.153276609512,-9.21042004738499,3854.78403801778,-189.439126732958,-9.21042004738499,382.964452488271,-61.1240352079067,3433.48649930856,"Misty Mountain Top",715.481930448906,18.5897095138668,11.2808552885403,264.088404311696,4.53053004775435,-43.9477537844218,979.570334760601,23.1202395616211,-43.9477537844218,382.964452488271,-61.1240352079067,525.935188130163,"Temperate Forest",4.56309041699992,0.0587650836752113,0.0181995344292526,463.068959358755,4.53053004775435,-29.7798338969974,467.632049775755,4.58929513142956,-29.7798338969974,382.964452488271,-61.1240352079067,-1.62877715156167,"Misty Mountain Hop",271.104915549568,2.34182957152679,2.55419110417906,247.868281691267,3.7982437401118,-6.74989211681713,518.973197240835,6.1400733116386,-6.74989211681713,382.964452488271,-61.1240352079067,76.8290818436573
